"ID","Address","Name","Size","Organization","Description","Units","X Units","Y Units","Scale","X Scale","Y Scale","Value min","Value max","Value min*1","Value max*1"
"STA08LDUB","0x100f4","Stützstellenverteilung für Ladedruckregelung","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","120.0","0x4","0xe0"
"STA08LDUB","0x100f4","Stützstellenverteilung für Ladedruckregelung","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","120.0","0x4","0xe0"
"STA12ESUB","0x100fd","-","4x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","9.75","0x18","0x4d"
"STA12WLUB","0x1010a","SST-Verteilung für die Ansauglufttemperatur","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","99.75","0x4","0xc5"
"STA12WLUB","0x1010a","SST-Verteilung für die Ansauglufttemperatur","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","99.75","0x4","0xc5"
"STM04FEUB","0x10117","Stützstellenverteilung Motortemperatur","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","121.5","0x4","0xe2"
"STM04FEUB","0x10117","Stützstellenverteilung Motortemperatur","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","121.5","0x4","0xe2"
"STM04SAUB","0x1011c","Stützstellenverteilung Motortemperatur, 4 Sst.","91x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","121.5","0x0","0xe2"
"STM04SAUB","0x1011c","Stützstellenverteilung Motortemperatur, 4 Sst.","91x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","121.5","0x0","0xe2"
"STM08DMUB","0x10121","SST-Verteilung in DMD, 8 Temperatur-SST","25x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","121.5","0x8","0xe2"
"STM08DMUB","0x10121","SST-Verteilung in DMD, 8 Temperatur-SST","25x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","121.5","0x8","0xe2"
"STM08OPUB","0x1012a","-","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-39.0","121.5","0xc","0xe2"
"STM12ESUB","0x10133","SST-Verteilung für die Motortemperatur tmot","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","90.0","0x8","0xb8"
"STM12ESUB","0x10133","SST-Verteilung für die Motortemperatur tmot","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","90.0","0x8","0xb8"
"STM12ESUB","0x10133","SST-Verteilung für die Motortemperatur tmot","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","90.0","0x8","0xb8"
"STM12ESUB","0x10133","SST-Verteilung für die Motortemperatur tmot","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","90.0","0x8","0xb8"
"STM12ESUB","0x10133","SST-Verteilung für die Motortemperatur tmot","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","90.0","0x8","0xb8"
"STS08ESUB","0x10140","SST-Verteilung für Motorstarttemperatur","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","120.0","0x8","0xe0"
"STS08ESUB","0x10140","SST-Verteilung für Motorstarttemperatur","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-42.0","120.0","0x8","0xe0"
"STS08LDUB","0x10149","Stützstellenverteilung tsel für Ladedruckregelung","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","120.0","0x0","0xe0"
"STS08LDUB","0x10149","Stützstellenverteilung tsel für Ladedruckregelung","37x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","120.0","0x0","0xe0"
"STS12ESUB","0x10152","SST-Verteilung für Motorstarttemperatur","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","90.0","0x0","0xb8"
"STS12ESUB","0x10152","SST-Verteilung für Motorstarttemperatur","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","90.0","0x0","0xb8"
"STS12ESUB","0x10152","SST-Verteilung für Motorstarttemperatur","24x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","90.0","0x0","0xb8"
"SUE08MFUB","0x1015f","-","0x1","8 Bit","-","-","-","-","0.1","1.0","1.0","9.2233720368547763E17","-9.2233720368547763E17","0xff","0x0"
"SUE08MFUB","0x1015f","-","0x1","8 Bit","-","-","-","-","0.1","1.0","1.0","9.2233720368547763E17","-9.2233720368547763E17","0xff","0x0"
"SWP08OPUB","0x10168","Stützstellenverteilung für Pedalstellung wped","0x1","8 Bit","-","% PED","-","-","0.39215686274509803","1.0","1.0","3.6170086419038336E18","-3.6170086419038336E18","0xff","0x0"
"SWP08OPUB","0x10168","Stützstellenverteilung für Pedalstellung wped","0x1","8 Bit","-","% PED","-","-","0.39215686274509803","1.0","1.0","3.6170086419038336E18","-3.6170086419038336E18","0xff","0x0"
"CWVSV","0x1016f","Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWVSV","0x1016f","Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWMSRCAN","0x10170","Codewort für MSR/ASR über CAN","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","2.0","2.0","0x2","0x2"
"DBZ_MN","0x10171","kleinstes zulässiges Delta des Botschaftszählers in der Funktion","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"DBZ_MX","0x10172","Größtes zulässiges Delta des Botschaftszählers in der Funktion","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"KLDMASRL","0x10179","Stellreserve bei ASR-Eingriff","5x1","8 Bit","-","%","Upm","-","0.390625","40.0","1.0","0.0","0.0","0x0","0x0"
"NOASR","0x1017e","Wert für inaktiver ASR-Botschaft","1x1","8 Bit","-","%","-","-","0.390625","1.0","1.0","99.21875","99.21875","0xfe","0xfe"
"NOASR","0x1017e","Wert für inaktiver ASR-Botschaft","1x1","8 Bit","-","%","-","-","0.390625","1.0","1.0","99.21875","99.21875","0xfe","0xfe"
"TMSRCERR","0x1017f","Entprellzeit für irreversible ASR/MSR-Abschaltung bei Botschaftsfehler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.06","0.06","0x6","0x6"
"TMSRCNU","0x10180","Entprellzeit zur Berücksichtigung von Rasterversätzen im Botschaftszähler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.07","0.07","0x7","0x7"
"T_NOMASR","0x10181","DCAN Fehlerzeit ASR Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.05","0.05","0x5","0x5"
"T_NOMASRTA","0x10182","DCAN Timeoutzeit ASR Botschaft","1x1","8 Bit","-","s","-","-","0.1","1.0","1.0","0.5","0.5","0x5","0x5"
"T_NOMBR3","0x10183","CAN : Timeoutzeit für Botschaft Bremse 3","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"BUSOFFCTR","0x10184","Zähler für Bus-off-Flanken bis Fehlerspeichereintrag","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"BUSOFFTIME","0x10185","Entprellzeit zum Rücksetzen von Bus-off-Fehler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.6","0.6","0x3c","0x3c"
"CANVERS","0x10186","CAN-Versionsbezeichnung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","10.0","10.0","0xa","0xa"
"CSNIV","0x10187","Soll_checksumme der Botschaft Niveau","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCANKBI","0x10188","Codewort für automatische Kombi-Botschafts-Erkennung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCANKBI","0x10188","Codewort für automatische Kombi-Botschafts-Erkennung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCANMD","0x10189","Codewort zur Bildung der CAN-Ausgabe Momentenangaben ungenau","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCAUVW","0x1018a","Codewort für Audi/VW CAN-Ausgabe","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCSER","0x1018b","Codewort für Auswertung der Airbag-Botschaft","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","1.0","1.0","0x1","0x1"
"CWGC","0x1018c","Getriebe-Codierung (CAN)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","15.0","15.0","0xf","0xf"
"CWGEEIN","0x1018d","Codewort für Übernahme der Getriebeanforderung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CW_CAN_C","0x1018e","Codewort für Kodierfehlerüberwachung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"CW_CAN_C","0x1018e","Codewort für Kodierfehlerüberwachung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"DBZ_NIV","0x1018f","oberer Grenzwert für Botschaftszählerdifferenz","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"FMOTC","0x10190","Motor-Codierung (CAN)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","47.0","47.0","0x2f","0x2f"
"FWCBFT","0x10191","Bewertungsfaktor Turbo für CAN-Ausgabe","1x1","8 Bit","-","-","-","-","0.1","1.0","1.0","1.5","1.5","0xf","0xf"
"FWCSBK","0x10192","Steigung der Befüllungskennlinie für CAN-Ausgabe","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","100.0","100.0","0x64","0x64"
"KLMIGENL","0x10199","Kennlinie für Getriebeeingriff bei Ausfall der Getriebe-Botschaft","5x1","8 Bit","-","%","Grad C","-","0.390625","0.75","1.0","99.21875","99.21875","0xfe","0xfe"
"KVNPZ","0x1019e","normierter Krafstoffverbrauch pro Zylinder für Kombiausgabe","1x1","8 Bit","-","L/Zyl.","-","-","20.0","1.0","1.0","600.0","600.0","0x1e","0x1e"
"MDMAXKBI","0x1019f","maximales Drehmoment für Ausgabe an Kombi","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","440.0","440.0","0x2c","0x2c"
"MDNORM","0x101a0","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MDNORM","0x101a0","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MDNORM","0x101a0","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MOTTYP","0x101a1","Motortyp für Ausgabe an Kombi","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","6.0","6.0","0x6","0x6"
"NMAXKBI","0x101a2","Drehzahl bei maximalem Moment für Ausgabe an Kombi","1x1","8 Bit","-","U/min/s","-","-","100.0","1.0","1.0","2500.0","2500.0","0x19","0x19"
"OELKBI","0x101a3","Kombiausgabe Oelniveauschwelle","1x1","8 Bit","-","cm","-","-","0.25","1.0","1.0","46.0","46.0","0xb8","0xb8"
"T_KOM1CLDEAD","0x101a4","-","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"T_NOLOWRA","0x101a5","Zeit zum Rücksetzen von B_lowra","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","1.0","1.0","0x64","0x64"
"T_NOMALLRAD","0x101a6","-","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.1","0.1","0xa","0xa"
"T_NOMEGS","0x101a7","DCAN Fehlerzeit EGS Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"T_NOMKBI1","0x101a8","Timeoutzeit Botschaft Kombi1","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","2.0","2.0","0xc8","0xc8"
"T_NOMKLA","0x101a9","Timeoutzeit Botschaft Clima1","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.2","0.2","0x14","0x14"
"T_NOMLWS","0x101aa","CAN Timeoutzeit Lenkwinkelsensor Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"VANZKBI","0x101ab","Kombiausgabe Anzahl Ventil","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"ZCANALL","0x101ac","Zähler für Codierfehlererkennung Allrad-Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.1","0.1","0xa","0xa"
"ANWFOHE","0x101ad","Anzahl NW-Umdr. für Heilung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","50.0","50.0","0x32","0x32"
"ANWFOST","0x101ae","Anzahl NW-Umdr. für Reaktivierung fuel-on/-off Adaption nach Ausblendung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","20.0","20.0","0x14","0x14"
"CDFO","0x101af","Codewort zum Ausschalten und Rücksetzen der Adaption","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"DFSEFO2N","0x101b0","drehzahlabh. max. plausible Abweichungen der FSE-Werte","8x1","8 Bit","-","grad/KW","Upm","-","0.01464843034744612","40.0","1.0","0.10253901243212284","0.16113273382190732","0x7","0xb"
"DFSEFON","0x101b8","drehzahlabh. max. plausible Abweichungen der FSE-Werte","8x1","8 Bit","-","grad/KW","Upm","-","0.01464843034744612","40.0","1.0","0.10253901243212284","0.16113273382190732","0x7","0xb"
"DFSERES","0x101c0","Differenz der Adaptionswerte zum Auslösen eines Reset der fuel-on/-off adaption","1x1","8 Bit","-","grad/KW","-","-","0.01464843034744612","1.0","1.0","1.4062493133548275","1.4062493133548275","0x60","0x60"
"KFCFO","0x101c1","Kennfeld zur Definition der Bereichseigenschaften (dominant..)","8x3","8 Bit","1 : 1 Umrechnug (dez/hex)","-","Upm","%","1.0","40.0","0.75","1.0","130.0","0x1","0x82"
"KFCFO2","0x101d9","Kennfeld zur Definition der Bereichseigenschaften (dominant..)","8x3","8 Bit","1 : 1 Umrechnug (dez/hex)","-","Upm","%","1.0","40.0","0.75","1.0","130.0","0x1","0x82"
"LURFOST","0x101f1","Laufruhe-Referenzwert für stop fuel-on/-off Adaption, Vergleich mit lunw","1x1","8 Bit","Umrechnung Laufunruhe in DMD","(Umdr./sec)^2","-","-","0.4547480241198352","1.0","1.0","35.01559785722731","35.01559785722731","0x4d","0x4d"
"SFONTM","0x101f2","Schwellwert tmot für fuel-on Adaption aktiv","1x1","8 Bit","-","Grad C","-","-","0.75","1.0","1.0","60.0","60.0","0x90","0x90"
"SLFOO2N","0x101f3","Obere Schwelle (Schwellwert-KL) für Lernfilterwert bei fuel-on/-off Adaption","8x1","8 Bit","-","grad/KW","Upm","-","0.0036621049046570986","40.0","1.0","0.11352525204437006","0.19042945504216913","0x1f","0x34"
"SLFOON","0x101fb","Obere Schwelle (Schwellwert-KL) für Lernfilterwert bei fuel-on/-off Adaption","8x1","8 Bit","-","grad/KW","Upm","-","0.0036621049046570986","40.0","1.0","0.11352525204437006","0.19042945504216913","0x1f","0x34"
"ZASMASK","0x10203","Zylinderabschaltmaske für CIFI aus ZAS","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","170.0","170.0","0xaa","0xaa"
"SDZ03DMUB","0x10206","SST-Verteilung in DMD, 3 Drehzahl-SST","50x1","8 Bit","-","%","?","-","0.75","1.0","1.0","2.25","122.25","0x3","0xa3"
"SDZ03DMUB2","0x1020a","-","50x1","8 Bit","-","%","?","-","0.75","1.0","1.0","2.25","122.25","0x3","0xa3"
"SDZ08DMUB","0x1020e","SST-Verteilung in DMD, 8 Drehzahl-SST","62x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","120.0","6520.0","0x3","0xa3"
"SDZ08DMUB2","0x10217","-","62x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","120.0","7240.0","0x3","0xb5"
"DMXRFL","0x1021e","Begrenzung bei max. Filter-Laufunruhe-Referenzwert-Änderung","1x1","8 Bit","Umrechnung Laufunruhe in DMD","(Umdr./sec)^2","-","-","0.4547480241198352","1.0","1.0","1.3642440723595057","1.3642440723595057","0x3","0x3"
"FLUTN","0x1021f","Filterfaktor Laufunruhe-Filter","8x1","8 Bit","-","-","Upm","-","0.00390625","40.0","1.0","0.171875","0.171875","0x2c","0x2c"
"KFLUAR","0x10227","Kennfeld für Laufunruhe-Abstandsmass-Referenzwert","8x8","8 Bit","Umrechnung Laufunruhe in DMD","(Umdr./sec)^2","Upm","%","0.4547480241198352","40.0","0.75","5.911724313557858","115.96074615055798","0xd","0xff"
