"ID","Address","Name","Size","Organization","Description","Units","X Units","Y Units","Scale","X Scale","Y Scale","Value min","Value max","Value min*1","Value max*1"
"SNM08LDUB","0x1008b","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6000.0","0x19","0x96"
"SNM08LDUB","0x1008b","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6000.0","0x19","0x96"
"SNM08LDUB","0x1008b","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6000.0","0x19","0x96"
"SNM08LDUB","0x1008b","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6000.0","0x19","0x96"
"SNM08OPUB","0x10094","Stützstellenverteilung für Motordrehzahl nmot","8x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6000.0","0x19","0x96"
"SNM12ESUB","0x1009d","SST-Verteilung für die Motordrehzahl nmot","12x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","520.0","6520.0","0xd","0xa3"
"SNM12ESUB","0x1009d","SST-Verteilung für die Motordrehzahl nmot","12x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","520.0","6520.0","0xd","0xa3"
"SNM12FEUB","0x100aa","Stützstellen für WDKSMX, WDKUGDN","12x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","240.0","6000.0","0x6","0x96"
"SNM12FEUB","0x100aa","Stützstellen für WDKSMX, WDKUGDN","12x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","240.0","6000.0","0x6","0x96"
"SNM12FEUB","0x100aa","Stützstellen für WDKSMX, WDKUGDN","12x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","240.0","6000.0","0x6","0x96"
"SNM16LDUB","0x100b7","Stützstellenverteilung für Ladedruckregelung","16x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6520.0","0x19","0xa3"
"SNM16LDUB","0x100b7","Stützstellenverteilung für Ladedruckregelung","16x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","1000.0","6520.0","0x19","0xa3"
"SNM16ZUUB","0x100c8","Stützstellenverteilung Drehzahl, 16 Sst.","16x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","440.0","6520.0","0xb","0xa3"
"SNM16ZUUB","0x100c8","Stützstellenverteilung Drehzahl, 16 Sst.","16x1","8 Bit","-","Upm","?","-","40.0","1.0","1.0","440.0","6520.0","0xb","0xa3"
"SPU08LDUB","0x100d9","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","hPa","?","-","5.0","1.0","1.0","600.0","1010.0","0x78","0xca"
"SPU08LDUB","0x100d9","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","hPa","?","-","5.0","1.0","1.0","600.0","1010.0","0x78","0xca"
"SQM05TEUB","0x100e2","Luftmassenquotient-abhängige Stützstellen (Anzahl =5)","5x1","8 Bit","-","-","?","-","0.0625","1.0","1.0","0.0","10.0","0x0","0xa0"
"SQM05TEUB","0x100e2","Luftmassenquotient-abhängige Stützstellen (Anzahl =5)","5x1","8 Bit","-","-","?","-","0.0625","1.0","1.0","0.0","10.0","0x0","0xa0"
"SRL06ESUB","0x100e8","Sst-Verteilung für die relative Füllung rl","6x1","8 Bit","-","%","?","-","0.75","1.0","1.0","20.25","99.75","0x1b","0x85"
"SRL06ESUB","0x100e8","Sst-Verteilung für die relative Füllung rl","6x1","8 Bit","-","%","?","-","0.75","1.0","1.0","20.25","99.75","0x1b","0x85"
"SRL08DMUB","0x100ef","SST-Verteilung in DMD, 8 Last-SST","8x1","8 Bit","-","%","?","-","0.75","1.0","1.0","18.75","135.0","0x19","0xb4"
"SRL08DMUB","0x100ef","SST-Verteilung in DMD, 8 Last-SST","8x1","8 Bit","-","%","?","-","0.75","1.0","1.0","18.75","135.0","0x19","0xb4"
"SRL08DMUB","0x100ef","SST-Verteilung in DMD, 8 Last-SST","8x1","8 Bit","-","%","?","-","0.75","1.0","1.0","18.75","135.0","0x19","0xb4"
"SRL08DMUB","0x100ef","SST-Verteilung in DMD, 8 Last-SST","8x1","8 Bit","-","%","?","-","0.75","1.0","1.0","18.75","135.0","0x19","0xb4"
"SRL08DMUB","0x100ef","SST-Verteilung in DMD, 8 Last-SST","8x1","8 Bit","-","%","?","-","0.75","1.0","1.0","18.75","135.0","0x19","0xb4"
"SRL12ESUB","0x100f8","Sst-Verteilung für die relative Füllung rl","12x1","8 Bit","-","%","?","-","0.75","1.0","1.0","10.5","180.0","0xe","0xf0"
"SRL12ZUUB","0x10105","Stützstellenverteilung relative Luftfüllung, 12 St.","12x1","8 Bit","-","%","?","-","0.75","1.0","1.0","9.75","191.25","0xd","0xff"
"SRL12ZUUB","0x10105","Stützstellenverteilung relative Luftfüllung, 12 St.","12x1","8 Bit","-","%","?","-","0.75","1.0","1.0","9.75","191.25","0xd","0xff"
"SRP06ESUB","0x10112","SST-Verteilung für rel. Luftfüllung präd. für Einspritzung","6x1","8 Bit","-","%","?","-","0.75","1.0","1.0","10.5","150.0","0xe","0xc8"
"SRP06ESUB","0x10112","SST-Verteilung für rel. Luftfüllung präd. für Einspritzung","6x1","8 Bit","-","%","?","-","0.75","1.0","1.0","10.5","150.0","0xe","0xc8"
"STA08LDUB","0x10119","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","120.0","0x25","0xe0"
"STA08LDUB","0x10119","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","120.0","0x25","0xe0"
"STA08LDUB","0x10119","Stützstellenverteilung für Ladedruckregelung","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","120.0","0x25","0xe0"
"STA12ESUB","0x10122","-","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-45.0","120.0","0x4","0xe0"
"STA12WLUB","0x1012f","SST-Verteilung für die Ansauglufttemperatur","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","99.75","0x25","0xc5"
"STA12WLUB","0x1012f","SST-Verteilung für die Ansauglufttemperatur","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","99.75","0x25","0xc5"
"STM04FEUB","0x1013c","Stützstellenverteilung Motortemperatur","4x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-20.25","80.25","0x25","0xab"
"STM04SAUB","0x10141","Stützstellenverteilung Motortemperatur, 4 Sst.","4x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","20.25","90.0","0x5b","0xb8"
"STM04SAUB","0x10141","Stützstellenverteilung Motortemperatur, 4 Sst.","4x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","20.25","90.0","0x5b","0xb8"
"STM05NWUB","0x10146","Temperaturstützstellen Nockenwellensollwinkel","5x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-33.0","102.0","0x14","0xc8"
"STM05NWUB","0x10146","Temperaturstützstellen Nockenwellensollwinkel","5x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-33.0","102.0","0x14","0xc8"
"STM08DMUB","0x1014c","8 Motortemperaturstützstellen für DMD","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-29.25","60.0","0x19","0x90"
"STM08DMUB","0x1014c","8 Motortemperaturstützstellen für DMD","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-29.25","60.0","0x19","0x90"
"STM12ESUB","0x10155","SST-Verteilung für die Motortemperatur tmot","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STM12ESUB","0x10155","SST-Verteilung für die Motortemperatur tmot","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STM12ESUB","0x10155","SST-Verteilung für die Motortemperatur tmot","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STM12ESUB","0x10155","SST-Verteilung für die Motortemperatur tmot","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STM12ESUB","0x10155","SST-Verteilung für die Motortemperatur tmot","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS08ESUB","0x10162","SST-Verteilung für Motorstarttemperatur","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS08ESUB","0x10162","SST-Verteilung für Motorstarttemperatur","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS08LDUB","0x1016b","Stützstellenverteilung tsel für Ladedruckregelung","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-25.5","132.0","0x1e","0xf0"
"STS08LDUB","0x1016b","Stützstellenverteilung tsel für Ladedruckregelung","8x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-25.5","132.0","0x1e","0xf0"
"STS12ESUB","0x10174","SST-Verteilung für Motorstarttemperatur","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS12ESUB","0x10174","SST-Verteilung für Motorstarttemperatur","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS12ESUB","0x10174","SST-Verteilung für Motorstarttemperatur","12x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-30.0","90.0","0x18","0xb8"
"STS16ESUB","0x10181","-","16x1","8 Bit","-","Grad C","?","-","0.75","1.0","1.0","-48.0","139.5","0x0","0xfa"
"SWP08OPUB","0x10192","Stützstellenverteilung für Pedalstellung wped","8x1","8 Bit","-","% PED","?","-","0.39215686274509803","1.0","1.0","0.0","60.0","0x0","0x99"
"CWVSV","0x1019a","Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","1.0","1.0","0x1","0x1"
"CWVSV","0x1019a","Codewort für Deaktivierung VS_VERST (CWVSV = 0: VS_VERST nicht aktiv)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","1.0","1.0","0x1","0x1"
"NMGETMC","0x1019b","nmot-Schwelle für Initialisierungswerte der Getriebemomente","1x1","8 Bit","-","Upm","-","-","40.0","1.0","1.0","0.0","0.0","0x0","0x0"
"BUSOFFCTR","0x1019c","Zähler für Bus-off-Flanken bis Fehlerspeichereintrag","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"BUSOFFTIME","0x1019d","Entprellzeit zum Rücksetzen von Bus-off-Fehler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.6","0.6","0x3c","0x3c"
"CANVERS","0x1019e","CAN-Versionsbezeichnung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","10.0","10.0","0xa","0xa"
"CSNIV","0x1019f","Soll_checksumme der Botschaft Niveau","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCANKBI","0x101a0","Codewort für automatische Kombi-Botschafts-Erkennung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","6.0","6.0","0x6","0x6"
"CWCANKBI","0x101a0","Codewort für automatische Kombi-Botschafts-Erkennung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","6.0","6.0","0x6","0x6"
"CWCANLWS","0x101a1","Codewort für automatische Erkennung LWS-Botschaft","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCANMD","0x101a2","Codewort zur Bildung der CAN-Ausgabe Momentenangaben ungenau","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCAUVW","0x101a3","Codewort für Audi/VW CAN-Ausgabe","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCFS","0x101a4","Codewort zum Bilden von S_fs","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWCSER","0x101a5","Codewort für Auswertung der Airbag-Botschaft","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CWGEEIN","0x101a6","Codewort für Übernahme der Getriebeanforderung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"CW_CAN_C","0x101a7","Codewort für Kodierfehlerüberwachung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","197.0","197.0","0xc5","0xc5"
"CW_CAN_C","0x101a7","Codewort für Kodierfehlerüberwachung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","197.0","197.0","0xc5","0xc5"
"DBZ_NIV","0x101a8","oberer Grenzwert für Botschaftszählerdifferenz","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"FMOTC","0x101a9","Motor-Codierung (CAN)","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","45.0","45.0","0x2d","0x2d"
"FWCBFT","0x101aa","Bewertungsfaktor Turbo für CAN-Ausgabe","1x1","8 Bit","-","-","-","-","0.1","1.0","1.0","1.5","1.5","0xf","0xf"
"FWCSBK","0x101ab","Steigung der Befüllungskennlinie für CAN-Ausgabe","1x1","8 Bit","-","L/mm","-","-","0.001","1.0","1.0","0.1","0.1","0x64","0x64"
"KLMIGENL","0x101b2","Kennlinie für Getriebeeingriff bei Ausfall der Getriebe-Botschaft","5x1","8 Bit","-","%","Grad C","-","0.390625","0.75","1.0","99.21875","99.21875","0xfe","0xfe"
"KVNPZ","0x101b7","normierter Krafstoffverbrauch pro Zylinder für Kombiausgabe","1x1","8 Bit","-","L/Zyl.","-","-","20.0","1.0","1.0","840.0","840.0","0x2a","0x2a"
"KVNPZ","0x101b7","normierter Krafstoffverbrauch pro Zylinder für Kombiausgabe","1x1","8 Bit","-","L/Zyl.","-","-","20.0","1.0","1.0","840.0","840.0","0x2a","0x2a"
"MDMAXKBI","0x101b8","maximales Drehmoment für Ausgabe an Kombi","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","350.0","350.0","0x23","0x23"
"MDNORM","0x101b9","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MDNORM","0x101b9","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MDNORM","0x101b9","Maximales indiziertes Motormoment für Moment-Normierung","1x1","8 Bit","-","Nm","-","-","10.0","1.0","1.0","600.0","600.0","0x3c","0x3c"
"MOTTYP","0x101ba","Motortyp für Ausgabe an Kombi","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","6.0","6.0","0x6","0x6"
"NMAXKBI","0x101bb","Drehzahl bei maximalem Moment für Ausgabe an Kombi","1x1","8 Bit","-","U/min","-","-","100.0","1.0","1.0","2000.0","2000.0","0x14","0x14"
"T_KLIMADEADCTR","0x101bc","-","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","12.0","12.0","0xc","0xc"
"T_KOM1CLDEAD","0x101bd","-","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"T_NOLOWRA","0x101be","Zeit zum Rücksetzen von B_lowra","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","1.0","1.0","0x64","0x64"
"T_NOMALLRAD","0x101bf","-","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.4","0.4","0x28","0x28"
"T_NOMEGS","0x101c0","Filterzeit bis Erkennung der Kommunikationsunterbrechung zu Knoten EGS","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"T_NOMKBI1","0x101c1","Timeoutzeit Botschaft Kombi1","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","2.0","2.0","0xc8","0xc8"
"T_NOMKLA","0x101c2","Timeoutzeit Botschaft Clima1","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"T_NOMLWS","0x101c3","CAN Timeoutzeit Lenkwinkelsensor Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"VANZKBI","0x101c4","Kombiausgabe Anzahl Ventil","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","5.0","5.0","0x5","0x5"
"ZCANALL","0x101c5","Zähler für Codierfehlererkennung Allrad-Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.1","0.1","0xa","0xa"
"ZCANNIV","0x101c6","Zähler für Codierfehlererkennung der Niveaubotschaft","1x1","8 Bit","-","s","-","-","0.05","1.0","1.0","2.4000000000000004","2.4000000000000004","0x30","0x30"
"CWMSRCAN","0x101c7","Codewort für MSR/ASR über CAN","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","2.0","2.0","0x2","0x2"
"DBZ_MN","0x101c8","kleinstes zulässiges Delta des Botschaftszählers in der Funktion","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","0.0","0.0","0x0","0x0"
"DBZ_MX","0x101c9","Größtes zulässiges Delta des Botschaftszählers in der Funktion","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","3.0","3.0","0x3","0x3"
"KLDMASRL","0x101d0","Stellreserve bei ASR-Eingriff","5x1","8 Bit","-","%","Upm","-","0.390625","40.0","1.0","0.0","0.0","0x0","0x0"
"NOASR","0x101d5","Wert für inaktiver ASR-Botschaft","1x1","8 Bit","-","%","-","-","0.390625","1.0","1.0","99.21875","99.21875","0xfe","0xfe"
"NOASR","0x101d5","Wert für inaktiver ASR-Botschaft","1x1","8 Bit","-","%","-","-","0.390625","1.0","1.0","99.21875","99.21875","0xfe","0xfe"
"TAMSRCMX","0x101d6","Überwachungszeit für obere Grenze der Botschaftszählerdifferenz","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.06","0.06","0x6","0x6"
"TMSRCERR","0x101d7","Entprellzeit für irreversible ASR/MSR-Abschaltung bei Botschaftsfehler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.06","0.06","0x6","0x6"
"TMSRCNU","0x101d8","Entprellzeit zur Berücksichtigung von Rasterversätzen im Botschaftszähler","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.07","0.07","0x7","0x7"
"T_ASRFGR","0x101d9","Zeit für GRA-Abwurf bei ASR-Eingriff","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.8","0.8","0x50","0x50"
"T_NOMASR","0x101da","Filterzeit bis Erkennung der Kommunikationsunterbrechung zu Knoten ASR","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.05","0.05","0x5","0x5"
"T_NOMASRTA","0x101db","DCAN Timeoutzeit ASR Botschaft","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"T_NOMBR3","0x101dc","CAN : Timeoutzeit für Botschaft Bremse 3","1x1","8 Bit","-","s","-","-","0.01","1.0","1.0","0.5","0.5","0x32","0x32"
"ANWFOHE","0x101dd","Anzahl NW-Umdr. für Heilung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","50.0","50.0","0x32","0x32"
"ANWFOST","0x101de","Anzahl NW-Umdr. für Reaktivierung fuel-on/-off Adaption nach Ausblendung","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","20.0","20.0","0x14","0x14"
"CDFO","0x101df","Codewort zum Ausschalten und Rücksetzen der Adaption","1x1","8 Bit","1 : 1 Umrechnug (dez/hex)","-","-","-","1.0","1.0","1.0","1.0","1.0","0x1","0x1"
"DFSEFO2N","0x101e0","drehzahlabh. max. plausible Abweichungen der FSE-Werte","8x1","8 Bit","-","grad/KW","Upm","-","0.01464843034744612","40.0","1.0","0.10253901243212284","0.16113273382190732","0x7","0xb"
"DFSEFO3N","0x101e8","drehzahlabh. max. plausible Abweichungen der FSE-Werte","8x1","8 Bit","-","grad/KW","Upm","-","0.01464843034744612","40.0","1.0","0.10253901243212284","0.16113273382190732","0x7","0xb"
"DFSEFON","0x101f0","drehzahlabh. max. plausible Abweichungen der FSE-Werte","8x1","8 Bit","-","grad/KW","Upm","-","0.01464843034744612","40.0","1.0","0.10253901243212284","0.16113273382190732","0x7","0xb"
"DFSERES","0x101f8","Differenz der Adaptionswerte zum Auslösen eines Reset der fuel-on/-off adaption","1x1","8 Bit","-","grad/KW","-","-","0.01464843034744612","1.0","1.0","1.4062493133548275","1.4062493133548275","0x60","0x60"
"FS2FSE","0x101f9","Übernahmefaktor fs nach fse","1x1","8 Bit","-","-","-","-","0.0078125","1.0","1.0","1.0","1.0","0x80","0x80"
"FS2FSE2","0x101fa","-","1x1","8 Bit","-","-","-","-","0.0078125","1.0","1.0","1.0","1.0","0x80","0x80"
"FS2FSE3","0x101fb","-","1x1","8 Bit","-","-","-","-","0.0078125","1.0","1.0","1.0","1.0","0x80","0x80"
